"Station meteorologique";"Amenagement";"Ouvrage";"Date";"Nombre Date";"Temperature min (C)";"Temperature max (C)";"Pluie-jour (mm)";"Neige-jour (cm)";"Degres-jours de gel cumulatifs(C-j)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2014-12-13";41986;-1.2;1.6;.4;.33;158.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2014-12-14";41987;-7.6;3.1;0;.3;160.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2014-12-15";41988;-11;-1.5;0;0;166.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2014-12-16";41989;-3.5;-2.1;0;.02;169.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2014-12-17";41990;-3.4;-2.3;0;.42;172.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2014-12-18";41991;-2.4;-.7;0;6.28;173.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2014-12-19";41992;-5.2;-1.1;0;.44;176.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2014-12-20";41993;-13.2;-2.9;0;.05;184.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2014-12-21";41994;-16.3;-4.7;0;.38;195.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2014-12-22";41995;-11.6;-7.8;0;0;205.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2014-12-23";41996;-11.6;-6.3;0;.02;214.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2014-12-24";41997;-6.3;-.1;.1;1.59;217.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2014-12-25";41998;-.1;2.3;11.4;.75;216.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2014-12-26";41999;1.4;5.3;3.4;.01;212.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2014-12-27";42000;.3;3.8;0;.02;210.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2014-12-28";42001;-.5;3.1;1.1;.98;209.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2014-12-29";42002;-4.5;4.1;.5;.06;209.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2014-12-30";42003;-17;-4;0;0;220.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2014-12-31";42004;-22.6;-14;0;0;238.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-01";42005;-23.8;-9.8;0;0;255.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-02";42006;-10.6;-5.3;0;1.37;263.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-03";42007;-24.1;-7.3;0;.42;279.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-04";42008;-26.1;-11.9;0;10.34;298.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-05";42009;-11.9;-1.8;0;16.2;304.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-06";42010;-26.2;-6.7;0;.01;321.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-07";42011;-30.8;-16.4;0;.25;344.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-08";42012;-30.5;-16.7;0;.9;368.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-09";42013;-33.8;-19.7;0;1.03;395.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-10";42014;-20.6;-7.8;0;3.3;409.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-11";42015;-25.8;-12.1;0;.01;428.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-12";42016;-21.2;-8.9;0;.14;443.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-13";42017;-21.7;-4.2;0;2.44;456.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-14";42018;-29.6;-16.2;0;0;479.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-15";42019;-31.4;-12.8;0;0;501.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-16";42020;-26.3;-11.7;0;.54;520.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-17";42021;-23.7;-8.6;0;.67;536.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-18";42022;-28.6;-17.8;0;.04;559.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-19";42023;-17.9;-2.3;0;5.28;570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-20";42024;-12.9;.3;0;4.58;576.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-21";42025;-22.2;-11.9;0;.01;593.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-22";42026;-24.4;-10;0;.09;610.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-23";42027;-25.5;-6.2;0;0;626.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-24";42028;-17.9;-2.3;0;.92;636.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-25";42029;-6.6;-2.1;0;1.14;641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-26";42030;-20.6;-4.6;0;0;653.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-27";42031;-26.6;-12.3;0;0;673.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-28";42032;-20.9;-12.1;0;.05;689.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-29";42033;-20.5;-4.3;0;0;702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-30";42034;-22.8;-6.6;0;4.99;716.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-01-31";42035;-20.9;-4.4;.1;4.94;729.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-01";42036;-24.4;-12.2;0;0;747.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-02";42037;-27.9;-16.4;0;0;769.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-03";42038;-27.8;-18.7;0;.06;793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-04";42039;-31.1;-12.9;0;.21;815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-05";42040;-23;-7.5;0;3.09;830.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-06";42041;-27.7;-10.8;0;.02;849.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-07";42042;-31.1;-13.8;0;0;872.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-08";42043;-24.8;-13.9;0;0;891.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-09";42044;-22.5;-15.3;0;1.25;910.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-10";42045;-20.6;-11.9;0;.12;926.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-11";42046;-18.1;-4.8;0;.14;938.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-12";42047;-22.1;-10.9;0;.91;954.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-13";42048;-20.5;-7.2;0;2.72;968.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-14";42049;-28.7;-17;0;.02;991.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-15";42050;-27.6;-14.4;0;.39;1012.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-16";42051;-23.4;-17.6;0;0;1032.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-17";42052;-25.3;-11.3;0;.04;1051.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-18";42053;-28.9;-11.4;0;.01;1071.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-19";42054;-25.1;-7.9;0;0;1087.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-20";42055;-12.8;-6.9;0;2.95;1097.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-21";42056;-23.8;-9.7;0;.33;1114.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-22";42057;-24.4;-10;0;3.37;1131.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-23";42058;-15;-4.7;0;.51;1141.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-24";42059;-31;-12.3;0;.01;1163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-25";42060;-32.7;-13.9;0;0;1186.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-26";42061;-22.6;-5.6;0;.43;1200.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-27";42062;-27.4;-11.9;0;0;1220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-02-28";42063;-27.9;-8.5;0;.03;1238.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-01";42064;-24.8;-5.6;0;0;1253.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-02";42065;-22.2;-4.8;0;0;1266.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-03";42066;-17.5;-2.9;0;.23;1277.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-04";42067;-22.1;-5.9;0;4.59;1291.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-05";42068;-12.6;2;0;.1;1296.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-06";42069;-23.6;-9.6;0;.15;1313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-07";42070;-27;-8.2;0;0;1330.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-08";42071;-13.2;-2.2;0;0;1338.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-09";42072;-14.2;-.5;0;1.94;1345.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-10";42073;-11.9;2.3;0;.26;1350.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-11";42074;-11;6;0;.09;1352.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-12";42075;-4.3;7.9;0;.09;1351.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-13";42076;-15.7;-4.3;0;0;1361.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-14";42077;-18.3;-1.7;0;0;1371.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-15";42078;-6.3;-1.1;0;15.92;1374.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-16";42079;-12;-.6;0;12.87;1381.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-17";42080;-15.8;1.7;0;.01;1388.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-18";42081;-11.6;-1.3;0;3.99;1394.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-19";42082;-18.2;-7.6;0;.05;1407.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-20";42083;-19.8;-1.9;0;.1;1418.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-21";42084;-17;2.6;0;0;1425.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-22";42085;-15.2;.7;0;12.18;1432.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-23";42086;-19.9;-10.1;0;.01;1447.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-24";42087;-17.9;-3;0;.02;1458.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-25";42088;-15.1;1.7;0;0;1465;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-26";42089;-14.7;5.1;.1;.05;1469.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-27";42090;-.4;5.3;.2;.04;1467.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-28";42091;-9.6;2.4;0;.01;1470.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-29";42092;-13.7;-.2;0;0;1477.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-30";42093;-14.9;3.7;0;0;1483.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-03-31";42094;-4.1;2.1;.3;4.17;1484.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-01";42095;-9.8;1.8;0;.1;1488.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-02";42096;-14.4;1.7;0;.07;1494.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-03";42097;-11.1;2.3;1.1;2.58;1499.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-04";42098;-1.1;12.2;.2;.73;1493.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-05";42099;-12.2;1.4;0;7.48;1499.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-06";42100;-14.3;-1.2;0;0;1506.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-07";42101;-16.2;2.8;0;.09;1513.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-08";42102;-9.3;5.9;0;0;1515.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-09";42103;-10.5;5.5;0;0;1517.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-10";42104;-1.1;7.1;3.4;0;1514.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-11";42105;.6;6.7;24.9;0;1511.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-12";42106;-1.4;7.8;0;0;1508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-13";42107;-1.7;15.6;.1;0;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-14";42108;-1.1;18.8;2.4;0;1492.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-15";42109;.8;14.6;0;0;1484.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-16";42110;-2.1;10.9;0;0;1480.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-17";42111;-3.9;12.2;0;0;1476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-18";42112;.4;19.3;.1;0;1466.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-19";42113;-2.9;7.8;.4;0;1463.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-20";42114;-1.9;12.3;0;.02;1458.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-21";42115;-.1;7.4;13.2;0;1454.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-22";42116;.1;8.4;12.1;0;1450.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-23";42117;-1.2;8.3;6.9;0;1447.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-24";42118;-.5;6.7;1.1;0;1444.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-25";42119;-1.1;3.4;0;.03;1443;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-26";42120;0;10.6;.1;0;1437.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-27";42121;.6;10.1;1.3;0;1432.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-28";42122;3.3;14.7;.1;0;1423.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-29";42123;2.8;18.7;0;0;1412.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-04-30";42124;3.6;15.2;0;0;1403.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-01";42125;2.7;17.5;0;0;1393.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-02";42126;4.4;18.4;.3;0;1381.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-03";42127;2.2;22.3;0;0;1369.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-04";42128;7;24.5;0;0;1353.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-05";42129;7.9;26.7;2.2;0;1336.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-06";42130;3.9;19.5;0;0;1324.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-07";42131;1.5;22.9;0;0;1312.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-08";42132;4.3;26.9;0;0;1296.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-09";42133;8.3;25.1;0;0;1280.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-10";42134;9.6;24.2;8.8;0;1263.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-11";42135;9.4;17;14.9;0;1250.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-12";42136;5.9;9.8;8.5;0;1242.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-13";42137;6;22.6;4.1;0;1228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-14";42138;3.3;16.2;0;0;1218.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-15";42139;.9;20.5;0;0;1207.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-16";42140;2.8;21;0;0;1195.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-17";42141;10.5;17.3;.2;0;1181.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-18";42142;8.9;24.5;0;0;1165.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-19";42143;7.9;26.8;12.1;0;1147.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-20";42144;8.2;25.7;13.7;0;1130.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-21";42145;3.3;13.9;0;0;1122.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-22";42146;3.6;17.9;1.4;0;1111.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-23";42147;-1.5;10.1;2;0;1107.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-24";42148;-1.4;15.8;.1;0;1099.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-25";42149;5.6;23.4;.4;0;1085.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-26";42150;10.5;20.7;15.9;0;1069.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-27";42151;14.3;27.6;.8;0;1048.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-28";42152;14.8;26.3;5.6;0;1028.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"BASSIN-LGA";"LGA";"LGABAR";"2015-05-29";42153;8.1;21.7;5.9;0;1013.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
